program_id,international_applicants_status,international_application_url,international_requirements_note,international_applicants_last_verified_at
prog_th_011,verified_yes,https://applyadmissions.siit.tu.ac.th/,SIIT official undergraduate page lists Civil Engineering and a 2026 Excellent Foreign Students admission route.,2026-08-22
prog_th_012,verified_yes,https://applyadmissions.siit.tu.ac.th/,SIIT official undergraduate page lists Electrical Engineering and a 2026 Excellent Foreign Students admission route.,2026-08-22
prog_th_013,verified_yes,https://iad.intaff.ku.ac.th/portal/webinter/,Kasetsart University's official Application for KU International Students portal lists Software and Knowledge Engineering as a Bachelor international programme.,2026-08-22
prog_th_014,verified_yes,https://iad.intaff.ku.ac.th/portal/webinter/,Kasetsart University's international-student programme portal lists this Bachelor international programme under the Faculty of Engineering.,2026-08-22
prog_th_015,verified_yes,https://iad.intaff.ku.ac.th/portal/webinter/,Kasetsart University's international-student programme portal lists Marketing (KUBIM) as a Bachelor international programme.,2026-08-22
prog_th_016,verified_yes,https://www.ic.kku.ac.th/admission/bachelors-degree-admissions/,KKUIC official programme list verifies B.B.A. Global Business Management. KKUIC 2026 Direct Admission explicitly recruits Thai and international students.,2026-08-22
prog_th_017,verified_yes,https://www.ic.kku.ac.th/admission/bachelors-degree-admissions/,KKUIC official programme list verifies B.B.A. International Entrepreneurship. 2026 Direct Admission explicitly recruits international students.,2026-08-22
prog_th_018,verified_yes,https://www.ic.kku.ac.th/admission/bachelors-degree-admissions/,KKUIC official programme list verifies B.B.A. International Marketing. 2026 Direct Admission explicitly recruits international students.,2026-08-22
prog_th_019,verified_yes,https://e-admission.psu.ac.th/,PSU Faculty of Islamic Sciences 2026 announcement explicitly lists Islamic Business Innovation under its International Student Admission Project.,2026-08-22
prog_th_020,verified_yes,https://e-admission.psu.ac.th/,PSU 2026 International Student Admission Project explicitly lists Islamic Studies and Islamic Law.,2026-08-22
prog_th_021,verified_yes,https://e-admission.psu.ac.th/,PSU 2026 International Student Admission Project explicitly lists Islamic Studies International Program.,2026-08-22
prog_th_022,verified_yes,https://join.kmutt.ac.th/en,KMUTT international admissions officially lists Computer Engineering among international Bachelor programmes and provides an international-student application process.,2026-08-22
prog_th_023,verified_yes,https://join.kmutt.ac.th/en,KMUTT international admissions officially lists Chemical Engineering and provides an international-student application process.,2026-08-22
prog_th_024,verified_yes,https://join.kmutt.ac.th/en,KMUTT international admissions officially lists Civil Engineering and provides an international-student application process.,2026-08-22
prog_th_025,verified_yes,https://new.reg.kmitl.ac.th/admission/,KMITL School of Engineering lists Biomedical Engineering among SIIE international Bachelor programmes. Current 2026 Direct Admission explicitly targets international students.,2026-08-22
prog_th_026,verified_yes,https://new.reg.kmitl.ac.th/admission/,KMITL SIIE lists Civil Engineering as an international Bachelor programme. 2026 Direct Admission covers international students in all B.Eng. international programmes.,2026-08-22
prog_th_027,verified_yes,https://new.reg.kmitl.ac.th/admission/,KMITL SIIE lists Robotics and AI Engineering as an international Bachelor programme. 2026 Direct Admission covers international applicants.,2026-08-22
prog_th_028,verified_yes,https://ait.ac.th/admissions/,AIT official programme page verifies the MSc/MEng Data Science and AI programme. AIT admission policy provides equal academic opportunities regardless of national origin and publishes overseas applicant deadlines.,2026-08-22
prog_th_029,verified_yes,https://ait.ac.th/admissions/,AIT current Master's programme list verifies Business Analytics and Digital Transformation. AIT eligibility and admissions apply regardless of national origin.,2026-08-22
prog_th_030,verified_yes,https://ait.ac.th/admissions/,AIT current Master's programme list verifies International Finance. AIT eligibility and admissions apply regardless of national origin.,2026-08-22
prog_th_031,verified_yes,https://admission.mfu.ac.th/,"MFU official 2026 scholarship results identify a Myanmar recipient in the Bachelor of Arts Programme in English, providing direct evidence of international enrolment.",2026-08-22
prog_th_032,verified_yes,https://admission.mfu.ac.th/,MFU official 2026 scholarship results identify Myanmar recipients in the Bachelor of Business Administration Programme.,2026-08-22
prog_th_033,verified_yes,https://admission.mfu.ac.th/,MFU official 2026 scholarship results identify a Myanmar recipient in the Bachelor of Engineering Programme in Software Engineering.,2026-08-22
prog_th_034,unknown,,"Burapha official sources verify the Business Administration international programme and state that International College programmes are taught in English. A sufficiently current programme-specific foreign degree-applicant route was not confirmed, so eligibility remains unknown.",2026-08-22
prog_th_035,unknown,,Burapha official sources verify the Logistics and Supply Chain Management international programme and English-medium International College instruction. Current foreign degree-applicant eligibility was not sufficiently explicit.,2026-08-22
prog_th_036,unknown,,"Burapha official Bachelor programme list verifies Global Hospitality, Airline and Event Management as an international programme. Current explicit foreign degree-applicant eligibility was not confirmed, therefore status remains unknown.",2026-08-22
prog_th_037,verified_yes,https://admission.swu.ac.th,SWU official Center for International Studies verifies the B.A. Language for Careers International Program. SWU provides an Overseas Students undergraduate application route.,2026-08-22
prog_th_038,verified_yes,https://admission.swu.ac.th,SWU official Center for International Studies verifies the B.A. Language for Communication International Program. SWU overseas admission procedures support international undergraduate applicants.,2026-08-22
prog_th_039,verified_yes,https://admission.swu.ac.th,SWU BAS official page verifies the B.B.A. Global Business Management International Program and explicitly provides requirements for foreign applicants educated in non-Thai systems.,2026-08-22
prog_th_040,verified_yes,https://suic.su.ac.th/student-information?content=admission-information,Silpakorn University International College official 2026 direct admission lists International Hospitality Management. Current application requirements accept passport identification and international-equivalent secondary qualifications.,2026-08-22
prog_th_041,verified_yes,https://suic.su.ac.th/student-information?content=admission-information,Silpakorn University International College official 2026 direct admission lists Business and Technology. Current application requirements accept passport identification and international-equivalent secondary qualifications.,2026-08-22
prog_th_042,verified_yes,https://suic.su.ac.th/student-information?content=admission-information,Silpakorn University International College official 2026 direct admission lists Digital Communication Design. Current application requirements accept passport identification and international-equivalent secondary qualifications.,2026-08-22
prog_th_043,verified_yes,https://www.nuic.nu.ac.th/,"NUIC official curriculum verifies International Business Management. The curriculum states that NUIC undergraduate courses, including this programme, are taught in English in support of internationalization.",2026-08-22
prog_th_044,verified_yes,https://www.nuic.nu.ac.th/,Naresuan University International College official curriculum verifies the International Human Resource Management and Development programme. It is part of NUIC's international undergraduate provision.,2026-08-22
prog_th_045,verified_yes,https://www.nuic.nu.ac.th/,"The official revised 2025 NUIC curriculum verifies English for Business Communication, states English as the programme language, and explicitly provides for Thai and foreign students.",2026-08-22
prog_th_046,verified_yes,https://safa.up.ac.th/en/admissions,University of Phayao SAFA official programme and FAQ pages verify the Architecture bachelor programme. SAFA explicitly states that international students may apply and that its programmes are taught in Thai.,2026-08-22
prog_th_047,verified_yes,https://safa.up.ac.th/en/admissions,University of Phayao SAFA official programme and FAQ pages verify the Interior Architecture bachelor programme. SAFA explicitly states that international students may apply and that its programmes are taught in Thai.,2026-08-22
prog_th_048,verified_yes,https://safa.up.ac.th/en/admissions,University of Phayao SAFA official programme and FAQ pages verify the Art and Design bachelor programme. SAFA explicitly states that international students may apply and that its programmes are taught in Thai.,2026-08-22
prog_th_049,verified_yes,https://entry.wu.ac.th/inter/home_program.asp,"Walailak University's 2026 official international DVM admission announcement verifies the programme and explicitly reserves places for international students, accepting applicants from schools abroad.",2026-08-22
prog_th_050,verified_yes,https://entry.wu.ac.th/inter/home_program.asp,Walailak University's official 2026 International Direct Admission announcement verifies the Doctor of Dental Surgery programme and its international admission process.,2026-08-22
prog_th_051,verified_yes,https://entry.wu.ac.th/inter/home_program.asp,Walailak University's official 2026 International Direct Admission evidence verifies Medical Technology as an International Program.,2026-08-22
prog_th_052,verified_yes,https://interadmission.sut.ac.th/how-to-apply-undergraduate-programs/,SUT official international prospectus lists Civil Engineering among its international undergraduate engineering programmes. SUT maintains an international undergraduate admission route.,2026-08-22
prog_th_053,verified_yes,https://interadmission.sut.ac.th/how-to-apply-undergraduate-programs/,SUT official international prospectus lists Mechanical and Aeronautical Engineering among its international undergraduate engineering programmes. SUT maintains an international undergraduate admission route.,2026-08-22
prog_th_054,verified_yes,https://interadmission.sut.ac.th/how-to-apply-undergraduate-programs/,SUT official international prospectus lists Petrochemical and Polymer Engineering among its international undergraduate engineering programmes. SUT maintains an international undergraduate admission route.,2026-08-22
prog_th_055,verified_yes,https://admissions.mju.ac.th/graduate/,Maejo University International College officially lists Tourism Management as an international graduate programme. Maejo graduate application materials provide procedures for overseas academic documents and international applicants.,2026-08-22
prog_th_056,verified_yes,https://admissions.mju.ac.th/graduate/,Maejo University International College officially lists Organic Agriculture Management and Innovative Agricultural Products as an international graduate programme. Maejo graduate application materials provide procedures for overseas academic documents and international applicants.,2026-08-22
prog_th_057,verified_yes,https://admissions.mju.ac.th/graduate/,Maejo University International College officially lists Digital Economics and Management Innovation as an international graduate programme. Maejo graduate application materials provide procedures for overseas academic documents and international applicants.,2026-08-22
prog_th_058,unknown,,"Nakhon Phanom University official sources verify the Bachelor of Arts programme in English. A sufficiently explicit current foreign/international degree-applicant eligibility route was not confirmed, so eligibility remains unknown.",2026-08-22
prog_th_059,unknown,,"Nakhon Phanom University official sources verify the Bachelor of Arts programme in Chinese. Current international degree-applicant eligibility was not sufficiently explicit, so the status remains unknown.",2026-08-22
prog_th_060,unknown,,"Nakhon Phanom University's official undergraduate programme list verifies the Bachelor of Public Administration programme. A sufficiently explicit current foreign degree-applicant route was not verified, so eligibility remains unknown.",2026-08-22
prog_th_061,verified_yes,https://www.ubu.ac.th/web/ubuenglish/content/How%20to%20Apply/,UBU's official 2026 international admissions list verifies the Master of Engineering in Civil Engineering. General graduate admission requirements explicitly require applicants not to hold Thai citizenship or Thai permanent residency.,2026-08-22
prog_th_062,verified_yes,https://www.ubu.ac.th/web/ubuenglish/content/How%20to%20Apply/,UBU's official 2026 international admissions list verifies the Master of Arts in Social Science and Development and provides dedicated international graduate applicant requirements.,2026-08-22
prog_th_063,verified_yes,https://www.ubu.ac.th/web/ubuenglish/content/How%20to%20Apply/,UBU's official 2026 international admissions list verifies the Master of Arts in Tourism Hospitality and Contemporary Thai Culture Innovation Management and provides dedicated international graduate applicant requirements.,2026-08-22
prog_th_064,verified_yes,https://apply.stou.ac.th/course-information/,"STOU official programme material verifies the B.B.A. Marketing programme. STOU explicitly states that foreign students are welcome if they can read, write and speak Thai fluently.",2026-08-22
prog_th_065,verified_yes,https://apply.stou.ac.th/course-information/,STOU official Political Science curriculum verifies International Relations and Comparative Governments and Politics. STOU explicitly permits foreign students who possess sufficient Thai proficiency.,2026-08-22
prog_th_066,verified_yes,https://apply.stou.ac.th/course-information/,STOU official programme material verifies the Bachelor of Science in Information and Communication Technology. STOU states that foreign students may study but its degree programmes are not taught in English.,2026-08-22
prog_th_067,verified_yes,https://iis.ru.ac.th/,IIS-RU current programme checklist verifies the Bachelor of Arts in English International Program. Current IIS-RU visa procedures explicitly address new undergraduate applicants and international students.,2026-08-22
prog_th_068,verified_yes,https://iis.ru.ac.th/,IIS-RU current grade checklist verifies the Bachelor of Arts in Media and Global Innovative Communication International Program. Current visa procedures support foreign undergraduate applicants and enrolled students.,2026-08-22
prog_th_069,verified_yes,https://iis.ru.ac.th/,IIS-RU current grade checklist verifies the B.B.A. Global Business and Digital Age Entrepreneurship International Program. Current IIS-RU visa procedures support international applicants and students.,2026-08-22
prog_th_070,verified_yes,https://admission.nida.ac.th/,NIDA GSPA official 2026 admission evidence verifies the Master of Public Administration English Program. Applicants graduating from institutions outside Thailand are explicitly addressed.,2026-08-22
prog_th_071,verified_yes,https://admission.nida.ac.th/,NIDA's current 2026 admissions calendar and Graduate School of Tourism Management admission announcements verify the Integrated Tourism and Hospitality Management English Program and accept overseas degree credentials.,2026-08-22
prog_th_072,verified_yes,https://admission.nida.ac.th/,NIDA's current 2026 admissions calendar verifies the English Language Studies and Teaching International Program. Official 2026 admissions permit bachelor degrees from accredited institutions in Thailand or another country.,2026-08-22
prog_th_073,verified_yes,https://www.eng.kmutnb.ac.th/ciep/application-submission/,KMUTNB Faculty of Engineering officially verifies Aerospace Engineering as an International Program. Current 2026/2027 CIEP admission explicitly allows international students to apply.,2026-08-22
prog_th_074,verified_yes,https://www.eng.kmutnb.ac.th/ciep/application-submission/,KMUTNB officially verifies the Bachelor of Engineering in Mechanical Engineering for Design and Innovation as an International Program. Current CIEP admission explicitly accepts international applicants.,2026-08-22
prog_th_075,verified_yes,https://www.eng.kmutnb.ac.th/ciep/application-submission/,KMUTNB current CIEP admission lists Materials Engineering and Design as an International Program and explicitly permits international students to apply.,2026-08-22
prog_th_076,verified_yes,https://bus.rmutt.ac.th/inter-foreignstd/,RMUTT Faculty of Business Administration officially lists International Business Administration within its Bachelor of Business Administration International Program. The faculty maintains a dedicated International Program Application route for foreign students requiring passport and overseas-equivalent school credentials.,2026-08-22
prog_th_077,verified_yes,https://bus.rmutt.ac.th/inter-foreignstd/,RMUTT Faculty of Business Administration officially lists Logistics and Supply Chain Management within its Bachelor of Business Administration International Program. The faculty maintains a dedicated International Program Application route for foreign students requiring passport and overseas-equivalent school credentials.,2026-08-22
prog_th_078,verified_yes,https://bus.rmutt.ac.th/inter-foreignstd/,RMUTT Faculty of Business Administration officially lists Marketing within its Bachelor of Business Administration International Program. The faculty maintains a dedicated International Program Application route for foreign students requiring passport and overseas-equivalent school credentials.,2026-08-22
prog_th_079,unknown,,"RMUTSB Faculty of Science and Technology officially verifies the Bachelor of Science in Computer Science. Current 2026 university evidence confirms foreign-student provision in the faculty, but a sufficiently explicit programme-specific foreign admission statement was not verified. Eligibility therefore remains unknown.",2026-08-22
prog_th_080,unknown,,"RMUTSB officially verifies the undergraduate Multimedia Technology programme. The Faculty of Science and Technology has current foreign-student provisions, but exact foreign eligibility for this specific programme was not explicit enough for verified_yes.",2026-08-22
prog_th_081,unknown,,"RMUTSB official programme material verifies the Bachelor of Science Program in Digital Media Technology, revised for 2026. Current faculty evidence confirms foreign students are supported, but programme-specific international admission eligibility was not explicitly confirmed.",2026-08-22
prog_th_082,verified_yes,https://rice.rmutr.ac.th/admission?type=undergraduate,RICE officially verifies the B.B.A. International Creative Industry Entrepreneurship programme. RICE maintains foreign/international application material containing this degree programme.,2026-08-22
prog_th_083,verified_yes,https://rice.rmutr.ac.th/admission/undergraduate/670f3f90c5668488a3b05ff9,RICE official TESOL programme page explicitly states that it accepts both foreign and Thai graduates with high-school-equivalent qualifications.,2026-08-22
prog_th_084,unknown,,"RICE currently verifies the Bachelor of Science in Computer Science and Digital Technology and its admission criteria. However, the current programme page did not explicitly state foreign applicant eligibility, so the international status remains unknown.",2026-08-22
prog_th_085,verified_yes,https://admission.rmutp.ac.th/,RMUTP Faculty of Liberal Arts explicitly states that it offers the four-year Hotel and Hospitality bachelor programme for foreign students.,2026-08-22
prog_th_086,verified_yes,https://admission.rmutp.ac.th/,RMUTP Faculty of Liberal Arts explicitly states that it offers the four-year Tourism and Hospitality bachelor programme for foreign students.,2026-08-22
prog_th_087,verified_yes,https://admission.rmutp.ac.th/,RMUTP Faculty of Liberal Arts explicitly states that it offers the four-year English for International Communication bachelor programme for foreign students.,2026-08-22
prog_th_088,verified_yes,https://ic.rmutk.ac.th/?lang=en,RMUTK International College verifies its Bachelor of Business Administration International Program in International Business Management. The college's foreign applicant materials support non-Thai applicants.,2026-08-22
prog_th_089,verified_yes,https://ic.rmutk.ac.th/?lang=en,RMUTK International College currently verifies the Bachelor programme in International Tourism and Hospitality Management. International College application materials provide a foreign-student route.,2026-08-22
prog_th_090,verified_yes,https://ic.rmutk.ac.th/?lang=en,RMUTK International College currently verifies Accounting and Information Technology as a Bachelor international programme. Foreign applicant materials provide passport-based application support.,2026-08-22
prog_th_091,verified_yes,https://admission.rmutsv.ac.th/home.php,RMUTSV programme-level official evidence explicitly states that the four-year Artificial Intelligence Engineering and Digital Innovation programme accepts Thai and/or international students with sufficient Thai.,2026-08-22
prog_th_092,verified_yes,https://admission.rmutsv.ac.th/home.php,RMUTSV official Computer Engineering curriculum explicitly states that the four-year programme accepts Thai and/or international students who understand Thai.,2026-08-22
prog_th_093,verified_yes,https://admission.rmutsv.ac.th/home.php,RMUTSV official Electronics Engineering curriculum explicitly accepts Thai and/or international students proficient in Thai and identifies Thai and English as languages of instruction.,2026-08-22
prog_th_094,verified_yes,https://ess.rmuti.ac.th/eAdmission/eApplicant/OpencourseForExam.aspx,RMUTI official revised-2025 curriculum verifies the four-year B.B.A. Business Innovation Management programme and explicitly includes international students who can use Thai in all four language skills.,2026-08-22
prog_th_095,verified_yes,https://ess.rmuti.ac.th/eAdmission/eApplicant/OpencourseForExam.aspx,"RMUTI official revised-2025 Bachelor of Arts in Tourism and Hospitality curriculum explicitly provides qualification requirements for international students, including Grade 12/equivalent and language requirements.",2026-08-22
prog_th_096,verified_yes,https://ess.rmuti.ac.th/eAdmission/eApplicant/OpencourseForExam.aspx,RMUTI official current curriculum verifies the four-year B.B.A. Modern Management programme and explicitly states that foreign students who speak Thai may be admitted.,2026-08-22
prog_th_097,verified_yes,https://entrance.rmutl.ac.th/,RMUTL current curriculum catalogue lists B.B.A. International Business Management as an International Program. Current RMUTL International Relations evidence confirms university procedures for receiving international students and coordinating admission.,2026-08-22
prog_th_098,unknown,,"RMUTL current curriculum catalogue verifies B.B.A. Business Information System. RMUTL has current international-student admission procedures, but programme-specific foreign applicant eligibility for this programme was not sufficiently explicit; status remains unknown.",2026-08-22
prog_th_099,unknown,,"RMUTL current curriculum catalogue verifies B.B.A. Logistics and Supply Chain Management. University-level international-student procedures exist, but explicit programme-specific foreign eligibility was not verified.",2026-08-22
prog_th_100,verified_yes,https://cbis.rmutto.ac.th/?page_id=2505,RMUTTO official Joint Program page verifies the Master of Management bilingual programme and explicitly states that it is offered to international and domestic students. CBIS admission requires passport documentation from international applicants.,2026-08-22
prog_th_101,verified_yes,https://cbis.rmutto.ac.th/?page_id=2505,RMUTTO official Joint Program page verifies the Doctor of Philosophy Program in Management and explicitly describes the bilingual programme as serving international and domestic students.,2026-08-22
prog_th_102,verified_yes,https://cbis.rmutto.ac.th/?page_id=2505,CBIS current 2026 student-handbook catalogue verifies the Doctor of Philosophy Program in Fine Arts. Current CBIS graduate admission requires passport documentation and explicitly specifies different arrangements for international students.,2026-08-22
prog_th_103,verified_yes,https://ssruic.ssru.ac.th/en/home,SSRU International College current site lists Airline Business among its active programme websites. The college explicitly states that its international programmes use English and are offered to Thai and foreign students.,2026-08-22
prog_th_104,verified_yes,https://ssruic.ssru.ac.th/en/home,SSRU International College currently verifies Hotel and Tourism Innovation Management. SSRUIC states that its English-medium international programmes are provided for Thai and foreign students.,2026-08-22
prog_th_105,verified_yes,https://ssruic.ssru.ac.th/en/home,SSRU International College currently verifies Digital International Business. SSRUIC explicitly describes its international programmes as English-medium programmes for Thai and foreign students.,2026-08-22
prog_th_106,verified_yes,https://admission.pnru.ac.th/apply/en,Phranakhon Rajabhat University's official International Students admission material lists B.A. English among fields open to foreign students.,2026-08-22
prog_th_107,verified_yes,https://admission.pnru.ac.th/apply/en,PNRU's official foreign-student fields-of-study document explicitly lists B.A. Business English for International Communication.,2026-08-22
prog_th_108,verified_yes,https://admission.pnru.ac.th/apply/en,PNRU's official International Students admission material lists the Bachelor-level Tourism Bilingual Program among fields open to foreign students.,2026-08-22
prog_th_109,verified_yes,https://www.inter.cmru.ac.th/admission/,Chiang Mai Rajabhat University International College's current 2026 admission page explicitly lists Aviation Business Management as an International Program and requires applicants to be international students with secondary-school-equivalent qualifications and passport documentation.,2026-08-22
prog_th_110,verified_yes,https://www.inter.cmru.ac.th/admission/,CMRU International College's 2026 admission page explicitly lists International Business Management and accepts international students through the current passport-based international admission process.,2026-08-22
prog_th_111,verified_yes,https://www.inter.cmru.ac.th/admission/,CMRU International College's current 2026 admission page explicitly lists English for International Communication as an International Program and provides a dedicated international-student admission route.,2026-08-22
prog_th_112,verified_yes,https://entrance.nrru.ac.th/,NRRU's current programme registry shows the B.A. Communicative Thai for Foreigners curriculum for academic year 2569. The programme's official information explicitly identifies foreign students as its target learners and documents foreign enrolment.,2026-08-22
prog_th_113,verified_yes,https://entrance.nrru.ac.th/,NRRU's official programme records verify the B.A. Chinese programme. The programme specification explicitly permits Thai and foreign students who possess sufficient Thai-language ability.,2026-08-22
prog_th_114,verified_yes,https://entrance.nrru.ac.th/,NRRU's current undergraduate programme records include the Bachelor of Laws. The official programme specification explicitly permits Thai and foreign students with sufficient Thai proficiency.,2026-08-22
prog_th_115,unknown,,"Phuket Rajabhat University's current official Bachelor Degree page verifies the four-year Bachelor of Education programme in English Language. PKRU maintains current international-student support, but a sufficiently current programme-specific foreign degree-admission route for this programme was not verified. Eligibility remains unknown.",2026-08-22
prog_th_116,unknown,,"PKRU's current official Bachelor Degree catalogue verifies the four-year Bachelor of Education programme in General Science. Current programme-specific foreign applicant eligibility was not sufficiently explicit, so international eligibility remains unknown.",2026-08-22
prog_th_117,unknown,,"PKRU's current Bachelor Degree catalogue verifies Entrepreneurship under the Bachelor of Business Administration programmes. The university supports international students institutionally, but current explicit foreign degree-admission evidence for this exact programme was not verified. Eligibility therefore remains unknown.",2026-08-22
prog_th_118,verified_yes,https://admission.sru.ac.th/2569/departments/,Suratthani Rajabhat University's current International School of Tourism programme page verifies the B.A. Tourism and Hospitality Management Thai Program and explicitly states that the programme is open to both Thai and international students.,2026-08-22
prog_th_119,verified_yes,https://admission.sru.ac.th/2569/departments/,SRU's current International School of Tourism page verifies the Bilingual Tourism and Hospitality Management study format. The same current programme information explicitly states that applicants may be Thai or international students.,2026-08-22
prog_th_120,unknown,,"SRU's current International School of Tourism page verifies the Bachelor of Arts in Aviation Business and the programme is actively running in 2026. However, the current programme admission requirements do not explicitly identify foreign degree applicants. International eligibility therefore remains unknown. Duration is also left unresolved because current Thai and English official programme pages present inconsistent duration information.",2026-08-22
